order_id,date,time,customer_id,table_id,server_id
59,2015-01-01,19:40:08,2,14,8
60,2015-01-01,20:05:16,1,14,5
61,2015-01-01,20:08:43,84,15,6
62,2015-01-01,20:50:16,19,11,5
63,2015-01-01,20:51:42,39,11,6
64,2015-01-01,20:52:08,172,10,6
65,2015-01-01,21:16:00,65,11,6
66,2015-01-01,21:47:55,35,4,5
67,2015-01-01,22:03:40,37,13,6
68,2015-01-01,22:07:32,5,3,6
69,2015-01-01,22:12:13,1,8,8
70,2015-01-02,11:38:51,15,6,3
71,2015-01-02,11:40:50,3,12,1
72,2015-01-02,11:57:25,12,4,4
73,2015-01-02,11:58:56,334,4,1
74,2015-01-02,12:01:12,3,13,1
75,2015-01-02,12:10:15,1,8,1
76,2015-01-02,12:21:17,5,11,2
77,2015-01-02,12:22:46,5,14,4
78,2015-01-02,12:28:14,80,13,3
79,2015-01-02,12:29:11,36,6,4
80,2015-01-02,12:35:38,198,3,1
81,2015-01-02,12:40:01,81,15,4
82,2015-01-02,12:45:51,12,5,2
83,2015-01-02,12:53:27,249,12,3
84,2015-01-02,13:13:41,2,12,1
85,2015-01-02,13:34:49,1,7,3
86,2015-01-02,13:40:31,1,3,3
87,2015-01-02,14:01:02,125,8,3
88,2015-01-02,14:10:08,18,3,4
89,2015-01-02,14:30:19,2,6,1
90,2015-01-02,15:08:48,24,6,4
91,2015-01-02,15:14:43,2,8,2
92,2015-01-02,15:17:02,103,3,2
93,2015-01-02,15:29:31,16,13,3
94,2015-01-02,16:17:16,10,2,8
95,2015-01-02,16:18:04,5,15,5
96,2015-01-02,16:21:20,63,5,8
97,2015-01-02,16:45:33,8,8,5
98,2015-01-02,17:18:18,1,14,5
99,2015-01-02,17:45:42,1,10,5
100,2015-01-02,17:46:17,752,1,6
101,2015-01-02,17:51:33,505,10,5
102,2015-01-02,17:54:04,106,9,6
103,2015-01-02,18:02:09,4,14,8
104,2015-01-02,18:02:12,794,9,7
105,2015-01-02,18:12:01,191,15,6
106,2015-01-02,18:12:13,120,8,5
107,2015-01-02,18:25:09,16,3,5
108,2015-01-02,18:25:25,4,8,7
109,2015-01-02,18:27:50,1,14,6
110,2015-01-02,18:36:19,483,1,8
111,2015-01-02,18:38:01,17,6,6
112,2015-01-02,18:41:40,3,1,6
113,2015-01-02,18:50:21,6,13,7
114,2015-01-02,18:59:32,43,8,8
115,2015-01-02,19:05:17,2,11,8
116,2015-01-02,19:18:49,342,15,5
117,2015-01-02,19:23:02,164,13,6
118,2015-01-02,19:26:59,123,7,8
119,2015-01-02,19:32:29,14,15,8
120,2015-01-02,19:35:07,61,8,8
121,2015-01-02,19:38:48,44,15,5
122,2015-01-02,19:50:19,73,15,6
123,2015-01-02,20:12:09,1,4,8
124,2015-01-02,20:12:34,13,12,5
125,2015-01-02,20:31:06,1,11,7
126,2015-01-02,20:53:42,23,12,7
127,2015-01-02,20:58:23,7,3,7
128,2015-01-02,21:05:06,2,8,7
129,2015-01-02,21:13:02,1,3,5
130,2015-01-02,21:14:55,46,14,5
131,2015-01-02,21:33:10,2,14,6
132,2015-01-02,21:42:45,571,9,8
133,2015-01-02,22:00:17,43,2,8
134,2015-01-02,22:13:24,8,10,8
135,2015-01-02,22:29:34,47,7,5
136,2015-01-02,22:32:49,1,12,8
137,2015-01-03,11:34:10,734,2,2
138,2015-01-03,11:44:50,21,7,3
139,2015-01-03,11:57:39,197,6,3
140,2015-01-03,12:26:44,1,15,4
141,2015-01-03,13:16:01,21,5,1
142,2015-01-03,13:33:59,22,15,1
143,2015-01-03,13:41:36,628,14,1
144,2015-01-03,13:44:28,41,9,1
145,2015-01-03,13:53:48,19,3,2
146,2015-01-03,14:22:10,4,4,2
147,2015-01-03,14:32:51,7,1,1
148,2015-01-03,14:40:42,28,12,4
149,2015-01-03,14:48:45,15,11,4
150,2015-01-03,14:49:58,1,5,1
151,2015-01-03,15:09:34,273,11,2
152,2015-01-03,15:09:42,460,9,2
153,2015-01-03,15:16:34,2,13,4
154,2015-01-03,15:22:43,36,2,1
155,2015-01-03,15:28:59,1,3,4
156,2015-01-03,15:42:19,86,13,1
157,2015-01-03,15:43:03,5,6,3
158,2015-01-03,15:54:30,78,15,3
159,2015-01-03,15:59:22,130,14,1
160,2015-01-03,16:35:33,177,2,8
161,2015-01-03,16:43:46,1,7,5
162,2015-01-03,16:51:22,534,11,7
163,2015-01-03,16:54:54,3,3,5
164,2015-01-03,16:56:33,1,13,5
165,2015-01-03,16:57:37,36,2,7
166,2015-01-03,16:58:51,9,2,7
167,2015-01-03,17:00:49,280,9,6
168,2015-01-03,17:02:27,238,4,7
169,2015-01-03,17:15:48,6,10,8
170,2015-01-03,17:21:31,703,6,6
171,2015-01-03,17:23:03,5,5,8
172,2015-01-03,17:29:24,27,13,5
173,2015-01-03,17:35:30,4,3,8
174,2015-01-03,17:37:49,620,8,8
175,2015-01-03,17:50:51,2,3,6
176,2015-01-03,17:51:57,1,3,5
177,2015-01-03,17:54:36,15,4,6
178,2015-01-03,18:15:03,945,4,6
179,2015-01-03,18:20:14,445,7,7
180,2015-01-03,18:33:34,152,8,5
181,2015-01-03,18:49:32,442,3,5
182,2015-01-03,18:50:10,451,1,8
183,2015-01-03,18:54:55,27,2,8
184,2015-01-03,18:59:05,6,10,7
185,2015-01-03,19:08:33,182,15,8
186,2015-01-03,19:36:00,79,1,8
187,2015-01-03,19:37:12,9,1,8
188,2015-01-03,20:08:39,1,12,8
189,2015-01-03,20:12:14,150,11,5
190,2015-01-03,20:14:23,4,12,8
191,2015-01-03,20:24:50,623,3,8
192,2015-01-03,20:30:08,3,13,5
193,2015-01-03,20:55:47,1,10,5
194,2015-01-03,21:21:24,283,3,6
195,2015-01-03,21:25:20,2,2,8
196,2015-01-03,21:40:14,2,10,8
197,2015-01-03,21:47:48,50,12,7
198,2015-01-03,21:55:42,391,12,8
199,2015-01-03,22:10:38,2,9,5
200,2015-01-03,22:24:05,6,8,8
201,2015-01-03,22:29:59,189,11,8
202,2015-01-03,22:50:29,810,2,8
203,2015-01-04,11:30:48,24,6,1
204,2015-01-04,11:36:25,2,2,2
205,2015-01-04,11:43:54,1,13,3
206,2015-01-04,11:45:10,3,10,3
207,2015-01-04,12:03:58,1,12,1
208,2015-01-04,12:12:05,90,8,1
209,2015-01-04,12:29:17,1,14,1
210,2015-01-04,12:34:13,25,14,4
211,2015-01-04,12:54:20,101,10,3
212,2015-01-04,13:16:03,43,13,2
213,2015-01-04,13:20:39,2,10,1
214,2015-01-04,13:39:16,231,11,1
215,2015-01-04,13:44:49,119,4,2
216,2015-01-04,14:31:56,142,15,4
217,2015-01-04,14:35:03,1,3,1
218,2015-01-04,14:35:11,1,11,3
219,2015-01-04,14:42:01,582,10,3
220,2015-01-04,15:31:59,11,2,4
221,2015-01-04,15:33:18,5,12,2
222,2015-01-04,15:46:38,22,2,2
223,2015-01-04,16:08:20,80,8,5
224,2015-01-04,16:39:58,718,13,7
225,2015-01-04,16:41:48,5,2,5
226,2015-01-04,16:59:39,570,6,7
227,2015-01-04,17:24:39,1,8,5
228,2015-01-04,17:31:24,36,14,7
229,2015-01-04,17:37:57,65,6,6
230,2015-01-04,17:58:38,1,2,6
231,2015-01-04,18:04:18,2,2,8
232,2015-01-04,18:21:59,13,3,6
233,2015-01-04,18:26:51,777,13,5
234,2015-01-04,18:36:09,49,12,7
235,2015-01-04,18:51:30,606,7,8
236,2015-01-04,19:21:04,231,13,5
237,2015-01-04,19:27:48,19,14,6
238,2015-01-04,19:45:15,200,14,7
239,2015-01-04,19:57:52,1,1,5
240,2015-01-04,20:10:24,1,2,8
241,2015-01-04,20:11:25,279,11,5
242,2015-01-04,20:15:29,219,6,6
243,2015-01-04,20:26:17,3,3,7
244,2015-01-04,20:26:22,30,10,8
245,2015-01-04,20:28:41,52,6,6
246,2015-01-04,20:30:48,372,14,6
247,2015-01-04,20:55:29,51,9,8
248,2015-01-04,20:58:19,12,4,7
249,2015-01-04,21:06:16,9,15,5
250,2015-01-04,21:07:05,14,10,8
251,2015-01-04,21:10:05,74,5,5
252,2015-01-04,22:13:15,371,3,7
253,2015-01-04,22:16:18,17,9,8
254,2015-01-04,22:22:13,4,12,7
255,2015-01-05,11:23:35,3,13,3
256,2015-01-05,11:56:06,149,2,3
257,2015-01-05,11:59:04,253,7,3
258,2015-01-05,11:59:23,1,15,1
259,2015-01-05,12:04:25,1,10,3
260,2015-01-05,12:06:27,48,2,3
261,2015-01-05,12:38:29,2,14,1
262,2015-01-05,12:42:01,269,11,1
263,2015-01-05,12:57:22,6,7,2
264,2015-01-05,13:03:59,2,12,2
265,2015-01-05,13:04:42,554,10,1
266,2015-01-05,13:09:29,2,4,4
267,2015-01-05,13:37:50,5,12,3
268,2015-01-05,13:40:46,2,4,4
269,2015-01-05,13:49:34,1,4,4
270,2015-01-05,14:09:02,1,9,3
271,2015-01-05,14:22:19,1,1,4
272,2015-01-05,14:24:05,2,10,3
273,2015-01-05,14:28:00,1,9,4
274,2015-01-05,14:36:33,47,11,1
275,2015-01-05,14:38:14,92,3,4
276,2015-01-05,15:18:18,11,9,2
277,2015-01-05,15:41:50,6,7,2
278,2015-01-05,15:49:21,25,3,2
279,2015-01-05,16:07:03,393,7,7
280,2015-01-05,16:20:23,328,14,7
281,2015-01-05,16:33:48,1,13,6
282,2015-01-05,16:49:38,2,3,6
283,2015-01-05,16:51:43,3,13,8
284,2015-01-05,16:58:16,4,9,6
285,2015-01-05,16:58:38,40,1,8
286,2015-01-05,17:01:23,13,14,6
287,2015-01-05,17:30:09,1,8,6
288,2015-01-05,17:32:44,9,14,7
289,2015-01-05,17:36:23,28,2,6
290,2015-01-05,17:41:16,1,3,6
291,2015-01-05,17:44:39,288,14,6
292,2015-01-05,17:48:59,1,4,7
293,2015-01-05,17:58:38,570,9,5
294,2015-01-05,18:16:35,1,10,6
295,2015-01-05,18:20:12,310,15,8
296,2015-01-05,18:46:54,483,6,6
297,2015-01-05,19:02:18,859,12,7
298,2015-01-05,19:10:36,227,11,6
299,2015-01-05,19:34:31,192,11,8
300,2015-01-05,19:42:54,69,8,5
301,2015-01-05,19:45:58,191,2,8
302,2015-01-05,19:57:37,2,4,8
303,2015-01-05,20:02:51,31,9,6
304,2015-01-05,20:07:58,26,7,8
305,2015-01-05,20:35:40,345,3,8
306,2015-01-05,20:37:40,18,11,5
307,2015-01-05,21:45:38,10,7,7
308,2015-01-05,21:59:46,67,12,5
309,2015-01-06,11:39:06,4,9,2
310,2015-01-06,11:40:48,2,6,4
311,2015-01-06,11:57:27,20,2,1
312,2015-01-06,12:05:21,13,2,3
313,2015-01-06,12:09:09,3,8,4
314,2015-01-06,12:11:58,9,6,1
315,2015-01-06,12:17:40,9,11,3
316,2015-01-06,12:29:34,7,10,1
317,2015-01-06,12:31:00,10,5,3
318,2015-01-06,12:45:14,95,12,2
319,2015-01-06,12:46:22,5,9,4
320,2015-01-06,12:46:40,682,14,1
321,2015-01-06,12:56:21,535,15,2
322,2015-01-06,13:02:13,21,15,1
323,2015-01-06,13:05:33,7,2,3
324,2015-01-06,13:06:44,31,8,1
325,2015-01-06,13:07:32,322,1,3
326,2015-01-06,13:10:13,74,14,2
327,2015-01-06,13:10:54,231,11,4
328,2015-01-06,13:16:35,30,4,1
329,2015-01-06,13:22:44,64,10,3
330,2015-01-06,13:27:11,5,9,1
331,2015-01-06,13:43:30,138,9,1
332,2015-01-06,14:12:01,3,9,4
333,2015-01-06,14:16:36,102,15,4
334,2015-01-06,14:24:18,353,12,4
335,2015-01-06,14:24:47,1,7,1
336,2015-01-06,14:51:41,56,12,4
337,2015-01-06,15:03:12,1,3,2
338,2015-01-06,15:18:26,128,5,1
339,2015-01-06,15:25:13,1,2,2
340,2015-01-06,15:35:32,619,14,1
341,2015-01-06,15:35:47,2,1,3
342,2015-01-06,15:44:12,735,14,3
343,2015-01-06,15:45:37,225,13,1
344,2015-01-06,16:01:11,48,15,7
345,2015-01-06,16:01:47,197,12,7
346,2015-01-06,16:30:00,216,7,7
347,2015-01-06,16:37:17,668,13,7
348,2015-01-06,16:49:12,4,15,6
349,2015-01-06,17:25:58,47,14,7
350,2015-01-06,17:37:05,1,12,6
351,2015-01-06,17:37:29,57,12,5
352,2015-01-06,17:45:48,2,10,7
353,2015-01-06,17:59:48,39,14,6
354,2015-01-06,18:01:44,41,7,8
355,2015-01-06,18:14:45,18,8,6
356,2015-01-06,18:16:05,28,13,5
357,2015-01-06,18:27:58,171,4,8
358,2015-01-06,18:30:12,223,12,5
359,2015-01-06,18:33:08,22,2,8
360,2015-01-06,18:50:38,50,9,7
361,2015-01-06,19:12:38,598,1,6
362,2015-01-06,19:13:36,1,15,5
363,2015-01-06,19:20:31,1,13,5
364,2015-01-06,19:27:24,1,4,5
365,2015-01-06,19:37:26,77,3,8
366,2015-01-06,20:04:20,13,10,5
367,2015-01-06,20:05:12,185,14,5
368,2015-01-06,20:28:16,85,5,5
369,2015-01-06,20:30:06,7,15,7
370,2015-01-06,21:02:30,468,7,6
371,2015-01-06,21:15:20,169,7,6
372,2015-01-06,22:26:59,4,6,8
373,2015-01-07,11:45:18,9,5,4
374,2015-01-07,11:55:59,6,6,4
375,2015-01-07,11:58:36,2,3,2
376,2015-01-07,12:01:17,2,6,2
377,2015-01-07,12:03:18,620,5,3
378,2015-01-07,12:19:37,15,1,4
379,2015-01-07,12:25:37,10,6,4
380,2015-01-07,12:32:10,132,1,1
381,2015-01-07,12:33:06,35,3,1
382,2015-01-07,12:33:07,620,11,3
383,2015-01-07,12:43:59,193,1,1
384,2015-01-07,12:51:46,20,5,4
385,2015-01-07,12:54:19,9,11,2
386,2015-01-07,12:58:16,905,1,2
387,2015-01-07,13:03:14,121,12,4
388,2015-01-07,13:04:56,694,2,4
389,2015-01-07,13:10:17,1,1,4
390,2015-01-07,13:15:32,327,3,3
391,2015-01-07,13:25:31,66,13,4
392,2015-01-07,13:36:47,1,1,2
393,2015-01-07,13:48:31,46,2,1
394,2015-01-07,14:02:18,95,15,3
395,2015-01-07,14:11:08,1,10,1
396,2015-01-07,14:12:21,17,9,1
397,2015-01-07,14:31:10,271,1,2
398,2015-01-07,14:56:26,5,6,3
399,2015-01-07,15:47:49,17,9,4
400,2015-01-07,16:03:07,15,8,5
401,2015-01-07,16:08:35,5,8,7
402,2015-01-07,16:24:46,543,2,5
403,2015-01-07,16:26:10,195,15,5
404,2015-01-07,16:39:27,1,11,8
405,2015-01-07,16:44:16,979,4,5
406,2015-01-07,16:50:49,405,15,7
407,2015-01-07,16:56:42,5,5,6
408,2015-01-07,17:09:09,295,2,5
409,2015-01-07,17:15:04,1,14,8
410,2015-01-07,17:33:49,994,3,5
411,2015-01-07,17:58:09,82,1,7
412,2015-01-07,18:07:46,73,10,5
413,2015-01-07,18:11:32,1,4,7
414,2015-01-07,18:13:22,463,3,5
415,2015-01-07,18:16:23,1,2,8
416,2015-01-07,18:17:42,3,2,6
417,2015-01-07,18:24:40,2,15,5
418,2015-01-07,18:40:11,188,11,5
419,2015-01-07,19:02:31,2,13,7
420,2015-01-07,19:04:40,513,10,7
421,2015-01-07,19:21:58,76,9,6
422,2015-01-07,19:30:25,1,4,7
423,2015-01-07,19:45:07,1,15,8
424,2015-01-07,20:01:28,1,13,7
425,2015-01-07,20:21:19,52,8,7
426,2015-01-07,20:25:45,226,2,8
427,2015-01-07,21:49:00,3,12,5
428,2015-01-07,22:05:00,324,5,5
429,2015-01-07,22:16:53,1,4,5
430,2015-01-07,22:46:13,226,12,5
431,2015-01-08,11:17:13,583,13,1
432,2015-01-08,11:39:07,182,10,3
433,2015-01-08,11:49:50,104,2,4
434,2015-01-08,11:54:14,298,10,2
435,2015-01-08,12:06:09,1,14,1
436,2015-01-08,12:07:21,3,11,1
437,2015-01-08,12:07:54,1,4,2
438,2015-01-08,12:08:38,25,10,2
439,2015-01-08,12:13:08,149,4,2
440,2015-01-08,12:16:34,63,14,1
441,2015-01-08,12:16:58,328,13,4
442,2015-01-08,12:28:49,2,9,2
443,2015-01-08,12:34:20,137,3,1
444,2015-01-08,12:40:05,2,7,2
445,2015-01-08,12:57:39,4,2,3
446,2015-01-08,12:58:01,114,12,4
447,2015-01-08,13:02:00,863,11,2
448,2015-01-08,13:03:34,55,4,3
449,2015-01-08,13:04:15,1,13,2
450,2015-01-08,13:07:53,57,12,3
451,2015-01-08,13:19:06,1,15,3
452,2015-01-08,13:24:11,420,5,1
453,2015-01-08,13:27:14,114,3,3
454,2015-01-08,13:31:40,2,8,4
455,2015-01-08,13:39:14,1,4,1
456,2015-01-08,13:47:53,2,12,2
457,2015-01-08,13:59:04,862,7,3
458,2015-01-08,14:00:05,17,10,1
459,2015-01-08,14:14:02,199,3,3
460,2015-01-08,14:19:58,66,2,3
461,2015-01-08,14:21:19,41,15,3
462,2015-01-08,14:38:41,2,7,2
463,2015-01-08,14:40:28,668,3,4
464,2015-01-08,14:49:01,5,13,2
465,2015-01-08,14:55:23,42,2,3
466,2015-01-08,15:30:10,106,15,2
467,2015-01-08,15:33:13,72,6,4
468,2015-01-08,15:36:12,641,8,2
469,2015-01-08,15:37:18,2,4,2
470,2015-01-08,15:49:13,25,2,2
471,2015-01-08,16:20:26,12,7,7
472,2015-01-08,16:29:50,20,6,7
473,2015-01-08,16:41:27,1,7,7
474,2015-01-08,16:47:48,2,8,8
475,2015-01-08,17:15:17,4,10,6
476,2015-01-08,17:27:56,5,2,7
477,2015-01-08,17:30:04,14,6,8
478,2015-01-08,17:35:56,54,13,7
479,2015-01-08,17:37:03,65,15,5
480,2015-01-08,17:41:31,12,9,5
481,2015-01-08,17:41:37,12,6,5
482,2015-01-08,17:52:42,3,7,6
483,2015-01-08,17:54:05,46,12,5
484,2015-01-08,18:02:54,6,6,7
485,2015-01-08,18:07:31,1,15,8
486,2015-01-08,18:15:08,13,1,5
487,2015-01-08,18:30:16,20,10,6
488,2015-01-08,18:46:02,3,8,5
489,2015-01-08,18:48:43,41,7,5
490,2015-01-08,18:49:24,39,8,5
491,2015-01-08,19:01:12,108,3,7
492,2015-01-08,19:06:21,72,6,8
493,2015-01-08,19:31:47,74,6,7
494,2015-01-08,19:38:40,6,10,7
495,2015-01-08,19:42:52,204,9,5
496,2015-01-08,19:46:18,34,7,8
497,2015-01-08,19:49:26,14,8,7
498,2015-01-08,20:02:25,61,9,8
499,2015-01-08,21:10:46,8,1,6
500,2015-01-08,21:46:49,26,14,7
501,2015-01-08,21:51:31,139,14,6
502,2015-01-08,22:26:08,427,6,7
503,2015-01-09,11:16:21,554,12,1
504,2015-01-09,11:48:18,24,6,2
505,2015-01-09,11:55:10,28,2,1
506,2015-01-09,12:02:09,224,13,3
507,2015-01-09,12:06:03,6,5,2
508,2015-01-09,12:13:32,296,6,4
509,2015-01-09,12:13:58,23,9,4
510,2015-01-09,12:15:03,1,7,1
511,2015-01-09,12:18:21,1,4,2
512,2015-01-09,12:19:24,307,13,4
513,2015-01-09,12:22:48,1,6,1
514,2015-01-09,12:26:47,5,9,1
515,2015-01-09,13:07:37,7,10,4
516,2015-01-09,13:09:09,2,15,2
517,2015-01-09,13:09:11,6,8,3
518,2015-01-09,13:11:25,146,8,1
519,2015-01-09,13:15:20,1,14,2
520,2015-01-09,13:22:33,274,8,3
521,2015-01-09,13:43:07,342,5,2
522,2015-01-09,14:09:33,9,1,4
523,2015-01-09,14:42:14,2,5,4
524,2015-01-09,14:51:35,50,3,3
525,2015-01-09,15:08:46,1,5,2
526,2015-01-09,15:10:13,9,9,1
527,2015-01-09,15:23:37,733,8,1
528,2015-01-09,15:27:21,967,3,4
529,2015-01-09,15:31:01,182,7,4
530,2015-01-09,15:43:01,6,7,4
531,2015-01-09,15:58:10,97,1,4
532,2015-01-09,16:14:28,110,5,5
533,2015-01-09,16:28:43,10,11,8
534,2015-01-09,16:43:32,68,1,5
535,2015-01-09,17:08:47,1,5,7
536,2015-01-09,17:18:50,3,8,6
537,2015-01-09,17:23:52,29,3,7
538,2015-01-09,17:44:04,2,10,5
539,2015-01-09,17:51:34,2,11,8
540,2015-01-09,17:52:41,294,6,5
541,2015-01-09,18:07:47,922,4,8
542,2015-01-09,18:08:06,36,12,5
543,2015-01-09,18:23:59,300,4,6
544,2015-01-09,18:31:04,931,3,7
545,2015-01-09,18:46:28,2,1,7
546,2015-01-09,18:47:27,16,2,6
547,2015-01-09,18:49:23,11,14,6
548,2015-01-09,19:06:09,1,15,7
549,2015-01-09,19:06:34,160,9,5
550,2015-01-09,19:12:59,14,14,5
551,2015-01-09,19:26:24,19,11,6
552,2015-01-09,19:31:25,2,7,5
553,2015-01-09,20:14:47,2,11,5
554,2015-01-09,20:15:51,499,7,5
555,2015-01-09,20:18:25,1,15,8
556,2015-01-09,20:23:12,3,13,5
557,2015-01-09,20:30:06,5,13,5
558,2015-01-09,20:51:10,22,8,8
559,2015-01-09,21:10:16,45,8,6
560,2015-01-09,21:13:48,23,2,6
561,2015-01-09,21:47:56,1,10,7
562,2015-01-09,22:04:05,3,2,7
563,2015-01-09,22:19:03,310,9,6
564,2015-01-09,22:32:32,66,2,8
565,2015-01-10,12:11:19,72,8,2
566,2015-01-10,12:21:19,85,12,3
567,2015-01-10,12:27:47,170,5,2
568,2015-01-10,12:28:53,1,10,1
569,2015-01-10,12:37:10,9,4,2
570,2015-01-10,13:13:59,32,5,2
571,2015-01-10,13:14:47,7,3,4
572,2015-01-10,13:15:32,312,3,2
573,2015-01-10,13:39:33,21,6,4
574,2015-01-10,13:40:54,177,2,3
575,2015-01-10,13:41:04,330,14,3
576,2015-01-10,13:44:22,25,12,4
577,2015-01-10,13:45:00,508,4,4
578,2015-01-10,13:48:49,45,14,2
579,2015-01-10,13:51:19,326,6,2
580,2015-01-10,13:56:01,7,8,3
581,2015-01-10,14:13:01,23,11,1
582,2015-01-10,14:24:14,30,12,1
583,2015-01-10,14:33:19,1,1,2
584,2015-01-10,15:05:29,11,5,3
585,2015-01-10,15:58:42,539,6,4
586,2015-01-10,16:09:57,63,9,5
587,2015-01-10,16:32:36,2,14,5
588,2015-01-10,16:33:36,7,7,8
589,2015-01-10,17:12:39,2,7,5
590,2015-01-10,17:23:39,1,2,6
591,2015-01-10,17:32:54,581,8,6
592,2015-01-10,17:41:55,16,8,5
593,2015-01-10,17:48:57,6,10,5
594,2015-01-10,17:50:19,50,13,5
595,2015-01-10,18:12:28,1,9,7
596,2015-01-10,18:24:07,4,1,7
597,2015-01-10,18:32:36,108,13,7
598,2015-01-10,18:34:14,65,8,5
599,2015-01-10,18:34:27,873,8,7
600,2015-01-10,18:53:52,58,14,5
601,2015-01-10,18:58:19,20,9,6
602,2015-01-10,19:02:27,168,12,8
603,2015-01-10,19:03:11,485,14,6
604,2015-01-10,19:13:29,124,8,5
605,2015-01-10,19:23:51,760,15,7
606,2015-01-10,19:27:18,196,3,5
607,2015-01-10,19:36:16,369,14,5
608,2015-01-10,19:36:33,1,13,7
609,2015-01-10,19:39:32,135,2,7
610,2015-01-10,19:51:02,15,3,5
611,2015-01-10,19:58:10,35,1,7
612,2015-01-10,19:58:15,75,5,5
613,2015-01-10,20:10:44,798,15,7
614,2015-01-10,20:12:33,891,2,7
615,2015-01-10,20:14:03,5,1,5
616,2015-01-10,20:20:10,136,7,7
617,2015-01-10,20:27:26,154,6,7
618,2015-01-10,20:31:14,8,10,6
619,2015-01-10,20:41:58,1,10,7
620,2015-01-10,20:45:45,1,13,8
621,2015-01-10,20:49:29,189,7,6
622,2015-01-10,20:57:41,22,7,8
623,2015-01-10,21:21:21,898,1,5
624,2015-01-10,21:22:44,18,15,7
625,2015-01-10,21:50:23,848,4,6
626,2015-01-10,21:55:12,12,9,7
627,2015-01-10,22:18:35,214,14,7
628,2015-01-10,22:47:17,1,10,8
629,2015-01-10,22:48:39,36,10,7
630,2015-01-11,11:42:08,227,3,2
631,2015-01-11,11:44:36,569,11,2
632,2015-01-11,11:44:52,265,3,2
633,2015-01-11,11:51:45,1,11,1
634,2015-01-11,12:14:15,9,9,1
635,2015-01-11,12:18:31,1,8,3
636,2015-01-11,12:34:44,1,11,4
637,2015-01-11,12:44:10,88,11,3
638,2015-01-11,12:49:26,117,4,4
639,2015-01-11,13:23:21,184,6,3
640,2015-01-11,13:28:08,365,8,2
641,2015-01-11,13:37:46,142,3,4
642,2015-01-11,13:40:00,225,6,1
643,2015-01-11,13:43:19,1,1,2
644,2015-01-11,13:52:52,3,7,3
645,2015-01-11,14:03:45,59,4,1
646,2015-01-11,14:07:26,346,4,4
647,2015-01-11,14:07:35,1,13,2
648,2015-01-11,14:17:17,26,3,3
649,2015-01-11,14:29:23,89,2,3
650,2015-01-11,14:34:05,1,5,1
651,2015-01-11,14:49:35,11,1,2
652,2015-01-11,16:03:38,458,14,8
653,2015-01-11,16:18:23,86,15,6
654,2015-01-11,16:34:07,3,13,6
655,2015-01-11,16:43:33,332,12,7
656,2015-01-11,16:44:49,8,2,8
657,2015-01-11,16:45:47,334,9,8
658,2015-01-11,16:55:24,5,2,8
659,2015-01-11,16:56:39,47,5,8
660,2015-01-11,17:09:36,11,8,5
661,2015-01-11,17:18:14,4,11,5
662,2015-01-11,17:21:49,428,5,8
663,2015-01-11,17:29:14,2,4,6
664,2015-01-11,17:35:14,1,13,5
